Date,Open,High,Low,Close,Adj Close,Volume
2019-11-27,9.790000,9.790000,9.790000,9.790000,9.790000,0
2019-11-29,9.760000,9.760000,9.760000,9.760000,9.760000,100
2019-12-02,9.760000,9.760000,9.760000,9.760000,9.760000,100
2019-12-03,9.760000,9.760000,9.760000,9.760000,9.760000,0
2019-12-04,9.760000,9.760000,9.760000,9.760000,9.760000,0
2019-12-05,9.790000,9.800000,9.790000,9.800000,9.800000,36600
2019-12-06,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-09,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-10,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-11,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-12,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-13,9.790000,9.860000,9.790000,9.820000,9.820000,45100
2019-12-16,9.820000,9.820000,9.820000,9.820000,9.820000,100
2019-12-17,9.800000,9.800000,9.800000,9.800000,9.800000,19900
2019-12-18,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-19,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-20,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-23,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-24,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-26,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-27,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-30,9.800000,9.800000,9.800000,9.800000,9.800000,0
2019-12-31,9.800000,9.800000,9.800000,9.800000,9.800000,0
2020-01-02,9.800000,9.800000,9.800000,9.800000,9.800000,0
2020-01-03,9.800000,9.800000,9.800000,9.800000,9.800000,0
2020-01-06,9.820000,9.820000,9.820000,9.820000,9.820000,2000
2020-01-07,9.820000,9.820000,9.820000,9.820000,9.820000,0
2020-01-08,9.900000,9.950000,9.830000,9.950000,9.950000,22800
2020-01-09,9.920000,9.940000,9.920000,9.940000,9.940000,400400
2020-01-10,9.940000,9.940000,9.940000,9.940000,9.940000,0
2020-01-13,9.930000,9.940000,9.930000,9.930000,9.930000,22600
2020-01-14,9.930000,9.930000,9.930000,9.930000,9.930000,0
2020-01-15,9.930000,9.930000,9.930000,9.930000,9.930000,0
2020-01-16,9.930000,9.930000,9.930000,9.930000,9.930000,0
2020-01-17,9.930000,9.950000,9.870000,9.880000,9.880000,123400
2020-01-21,9.915000,9.920000,9.915000,9.920000,9.920000,400000
2020-01-22,9.920000,9.930000,9.920000,9.920000,9.920000,13600
2020-01-23,9.990000,9.990000,9.920000,9.920000,9.920000,200300
2020-01-24,9.920000,9.920000,9.920000,9.920000,9.920000,0
2020-01-27,9.920000,9.920000,9.920000,9.920000,9.920000,300000
2020-01-28,9.920000,9.920000,9.920000,9.920000,9.920000,100000
2020-01-29,9.920000,9.920000,9.920000,9.920000,9.920000,0
2020-01-30,10.020000,10.020000,9.920000,9.920000,9.920000,2300
2020-01-31,10.120000,10.120000,9.990000,10.000000,10.000000,1400
2020-02-03,9.920000,9.920000,9.920000,9.920000,9.920000,700
2020-02-04,9.900000,9.950000,9.900000,9.950000,9.950000,200
2020-02-05,9.950000,9.950000,9.950000,9.950000,9.950000,0
2020-02-06,9.850000,9.935000,9.850000,9.935000,9.935000,300
2020-02-07,9.935000,9.935000,9.935000,9.935000,9.935000,0
2020-02-10,10.080000,10.080000,10.080000,10.080000,10.080000,200
2020-02-11,10.080000,10.080000,10.080000,10.080000,10.080000,0
2020-02-12,10.080000,10.080000,10.080000,10.080000,10.080000,900
2020-02-13,10.080000,10.080000,10.080000,10.080000,10.080000,2800
2020-02-14,10.080000,10.080000,10.080000,10.080000,10.080000,800
2020-02-18,10.080000,10.080000,10.080000,10.080000,10.080000,0
2020-02-19,10.080000,10.080000,10.080000,10.080000,10.080000,200
2020-02-20,10.080000,10.080000,10.080000,10.080000,10.080000,0
2020-02-21,10.050000,10.090000,10.050000,10.090000,10.090000,700
2020-02-24,9.985000,9.985000,9.980000,9.980000,9.980000,202100
2020-02-25,9.980000,9.980000,9.980000,9.980000,9.980000,0
2020-02-26,9.960000,9.970000,9.960000,9.970000,9.970000,2100
2020-02-27,9.960000,9.960000,9.960000,9.960000,9.960000,116100
2020-02-28,9.920000,9.970000,9.920000,9.970000,9.970000,49700
2020-03-02,9.980000,9.980000,9.980000,9.980000,9.980000,1200
2020-03-03,9.980000,9.980000,9.980000,9.980000,9.980000,100
2020-03-04,9.980000,9.980000,9.980000,9.980000,9.980000,0
2020-03-05,9.970000,9.970000,9.970000,9.970000,9.970000,500
2020-03-06,9.970000,9.970000,9.970000,9.970000,9.970000,0
2020-03-09,9.770000,9.770000,9.770000,9.770000,9.770000,200
2020-03-10,9.790000,9.850000,9.790000,9.830000,9.830000,700400
2020-03-11,9.941000,9.941000,9.890000,9.890000,9.890000,1400
2020-03-12,9.900000,9.900000,9.900000,9.900000,9.900000,200
2020-03-13,9.750000,9.800000,9.700000,9.750000,9.750000,293600
2020-03-16,9.600000,9.600000,9.600000,9.600000,9.600000,600100
2020-03-17,9.630000,9.630000,9.600000,9.600000,9.600000,3700
2020-03-18,9.716000,9.716000,9.716000,9.716000,9.716000,300
2020-03-19,9.716000,9.716000,9.716000,9.716000,9.716000,0
2020-03-20,9.716000,9.716000,9.716000,9.716000,9.716000,50000
2020-03-23,9.400000,9.440000,9.380000,9.380000,9.380000,609200
2020-03-24,9.380000,9.380000,9.380000,9.380000,9.380000,0
2020-03-25,9.380000,9.380000,9.380000,9.380000,9.380000,0
2020-03-26,9.430000,9.565000,9.430000,9.565000,9.565000,4000
2020-03-27,9.565000,9.565000,9.565000,9.565000,9.565000,0
2020-03-30,9.803000,9.803000,9.803000,9.803000,9.803000,100
2020-03-31,9.650000,9.650000,9.650000,9.650000,9.650000,621900
2020-04-01,9.650000,9.650000,9.650000,9.650000,9.650000,0
2020-04-02,9.650000,9.650000,9.650000,9.650000,9.650000,78500
2020-04-03,9.690000,9.740000,9.690000,9.740000,9.740000,400
2020-04-06,9.610000,9.760000,9.610000,9.760000,9.760000,500
2020-04-07,9.760000,9.760000,9.760000,9.760000,9.760000,0
2020-04-08,9.720000,9.730000,9.720000,9.730000,9.730000,254200
2020-04-09,9.690000,9.730000,9.690000,9.690000,9.690000,32500
2020-04-13,9.750000,9.750000,9.735000,9.735000,9.735000,400
2020-04-14,9.735000,9.735000,9.735000,9.735000,9.735000,0
2020-04-15,9.810000,9.810000,9.700000,9.700000,9.700000,101800
2020-04-16,9.700000,9.700000,9.700000,9.700000,9.700000,0
2020-04-17,9.700000,9.700000,9.700000,9.700000,9.700000,0
2020-04-20,9.820000,9.820000,9.810000,9.810000,9.810000,400
2020-04-21,9.750000,9.750000,9.750000,9.750000,9.750000,100
2020-04-22,9.790000,9.810000,9.777000,9.777000,9.777000,152100
2020-04-23,9.850000,9.850000,9.700000,9.700000,9.700000,14200
2020-04-24,9.760000,9.785000,9.750000,9.785000,9.785000,407800
2020-04-27,9.760000,9.770000,9.750000,9.770000,9.770000,200500
2020-04-28,9.780000,9.780000,9.780000,9.780000,9.780000,500
2020-04-29,9.780000,9.780000,9.780000,9.780000,9.780000,375000
2020-04-30,9.780000,9.780000,9.780000,9.780000,9.780000,0
2020-05-01,9.760000,9.840000,9.760000,9.800000,9.800000,611000
2020-05-04,9.840000,9.840000,9.840000,9.840000,9.840000,100
2020-05-05,9.780000,9.850000,9.780000,9.800000,9.800000,150900
2020-05-06,9.850000,9.850000,9.800000,9.800000,9.800000,2200
2020-05-07,9.800000,9.800000,9.800000,9.800000,9.800000,100
2020-05-08,9.730000,9.850000,9.730000,9.850000,9.850000,400500
2020-05-11,9.850000,9.850000,9.850000,9.850000,9.850000,100
2020-05-12,9.850000,9.850000,9.850000,9.850000,9.850000,0
2020-05-13,9.850000,9.850000,9.850000,9.850000,9.850000,1900
2020-05-14,9.850000,9.850000,9.850000,9.850000,9.850000,0
2020-05-15,9.800000,9.850000,9.800000,9.850000,9.850000,50100
2020-05-18,9.870000,9.870000,9.825000,9.850000,9.850000,19700
2020-05-19,9.843000,9.850000,9.843000,9.850000,9.850000,5200
2020-05-20,9.850000,9.850000,9.850000,9.850000,9.850000,0
2020-05-21,9.750000,9.850000,9.750000,9.850000,9.850000,300
2020-05-22,9.850000,9.850000,9.850000,9.850000,9.850000,0
2020-05-26,9.811000,9.811000,9.811000,9.811000,9.811000,200
2020-05-27,9.811000,9.811000,9.811000,9.811000,9.811000,0
2020-05-28,9.850000,9.850000,9.850000,9.850000,9.850000,1800
2020-05-29,9.850000,9.850000,9.850000,9.850000,9.850000,100
2020-06-01,9.825000,9.850000,9.825000,9.850000,9.850000,400
2020-06-02,9.830000,9.840000,9.830000,9.840000,9.840000,625200
2020-06-03,9.840000,9.840000,9.840000,9.840000,9.840000,0
2020-06-04,9.750000,9.860000,9.750000,9.860000,9.860000,355300
2020-06-05,9.830000,9.830000,9.830000,9.830000,9.830000,250000
2020-06-08,9.830000,9.830000,9.830000,9.830000,9.830000,0
2020-06-09,9.830000,9.830000,9.830000,9.830000,9.830000,0
2020-06-10,9.860000,9.860000,9.860000,9.860000,9.860000,1900
2020-06-11,9.860000,9.860000,9.820000,9.820000,9.820000,200
2020-06-12,9.830000,9.840000,9.830000,9.830000,9.830000,27800
2020-06-15,9.830000,9.830000,9.830000,9.830000,9.830000,0
2020-06-16,9.920000,9.920000,9.830000,9.830000,9.830000,101100
2020-06-17,9.830000,9.830000,9.830000,9.830000,9.830000,0
2020-06-18,9.830000,9.830000,9.830000,9.830000,9.830000,0
2020-06-19,9.900000,9.950000,9.880000,9.950000,9.950000,12000
2020-06-22,9.960000,10.000000,9.960000,10.000000,10.000000,51100
2020-06-23,9.980000,10.030000,9.980000,10.030000,10.030000,200
2020-06-24,10.020000,10.020000,10.020000,10.020000,10.020000,100
2020-06-25,9.960000,9.960000,9.960000,9.960000,9.960000,200000
2020-06-26,9.850000,9.995000,9.850000,9.960000,9.960000,256200
2020-06-29,10.050000,10.050000,10.040000,10.040000,10.040000,140300
2020-06-30,9.990000,10.047000,9.990000,10.047000,10.047000,300
2020-07-01,10.050000,10.060000,9.995000,10.059000,10.059000,2700
2020-07-02,10.000000,10.005000,9.945000,9.945000,9.945000,119800
2020-07-06,10.090000,10.090000,9.985000,9.985000,9.985000,452400
2020-07-07,9.985000,9.985000,9.985000,9.985000,9.985000,0
2020-07-08,9.985000,9.985000,9.985000,9.985000,9.985000,0
2020-07-09,9.940000,10.120000,9.940000,10.100000,10.100000,625700
2020-07-10,10.071000,10.110000,10.070000,10.080000,10.080000,19400
2020-07-13,10.050000,10.100000,10.050000,10.060000,10.060000,175700
2020-07-14,10.070000,10.100000,10.040000,10.040000,10.040000,84500
2020-07-15,10.100000,10.100000,10.080000,10.080000,10.080000,2900
2020-07-16,10.040000,10.050000,10.040000,10.050000,10.050000,300
2020-07-17,10.000000,10.100000,10.000000,10.100000,10.100000,74800
2020-07-20,10.160000,10.190000,10.160000,10.190000,10.190000,1300
2020-07-21,10.200000,10.260000,10.140000,10.140000,10.140000,112300
2020-07-22,10.200000,10.200000,10.070000,10.080000,10.080000,700
2020-07-23,10.030000,10.130000,10.030000,10.090000,10.090000,51200
2020-07-24,10.030000,10.150000,10.030000,10.140000,10.140000,1700
2020-07-27,10.200000,10.310000,10.150000,10.300000,10.300000,80000
2020-07-28,10.210000,10.330000,10.210000,10.280000,10.280000,6300
2020-07-29,10.240000,10.250000,10.200000,10.200000,10.200000,85500
2020-07-30,10.230000,10.290000,10.210000,10.250000,10.250000,81500
2020-07-31,10.160000,10.259000,10.139000,10.200000,10.200000,757500
2020-08-03,10.200000,10.330000,10.172000,10.330000,10.330000,96000
2020-08-04,10.350000,10.380000,10.240000,10.320000,10.320000,213400
2020-08-05,10.320000,10.360000,10.320000,10.340000,10.340000,157400
2020-08-06,10.360000,10.360000,10.320000,10.350000,10.350000,724400
2020-08-07,10.360000,10.360000,10.280000,10.280000,10.280000,377900
2020-08-10,10.350000,10.350000,10.210000,10.210000,10.210000,42200
2020-08-11,10.240000,10.240000,10.240000,10.240000,10.240000,300
2020-08-12,10.200000,10.280000,10.190000,10.200000,10.200000,14500
2020-08-13,10.250000,10.350000,10.210000,10.350000,10.350000,15100
2020-08-14,10.370000,10.370000,10.200000,10.310000,10.310000,86500
2020-08-17,10.360000,10.360000,10.310000,10.350000,10.350000,1800
2020-08-18,10.275000,10.350000,10.275000,10.300000,10.300000,5300
2020-08-19,10.350000,10.350000,10.190000,10.190000,10.190000,9400
2020-08-20,10.190000,10.315000,10.190000,10.250000,10.250000,35500
2020-08-21,10.210000,10.210000,10.160000,10.200000,10.200000,130600
2020-08-24,10.210000,10.250000,10.150000,10.200000,10.200000,1873900
2020-08-25,10.250000,10.250000,10.200000,10.240000,10.240000,45400
2020-08-26,10.200000,10.250000,10.190000,10.250000,10.250000,11300
2020-08-27,10.240000,10.270000,10.180000,10.245000,10.245000,5400
2020-08-28,10.210000,10.240000,10.170000,10.200000,10.200000,2700
2020-08-31,10.160000,10.205000,10.050000,10.200000,10.200000,60300
2020-09-01,10.100000,10.200000,10.100000,10.200000,10.200000,4500
2020-09-02,10.250000,10.250000,10.100000,10.250000,10.250000,838600
2020-09-03,10.300000,10.300000,10.200000,10.265000,10.265000,112100
2020-09-04,10.190000,10.360000,10.190000,10.350000,10.350000,108700
2020-09-08,10.350000,10.450000,10.290000,10.350000,10.350000,21200
2020-09-09,10.400000,10.400000,10.350000,10.400000,10.400000,269300
2020-09-10,10.400000,10.400000,10.360000,10.380000,10.380000,192100
2020-09-11,10.400000,10.400000,10.270000,10.350000,10.350000,9400
2020-09-14,10.320000,10.400000,10.250000,10.370000,10.370000,21900
2020-09-15,10.450000,10.460000,10.410000,10.450000,10.450000,109500
2020-09-16,10.420000,13.710000,10.270000,13.300000,13.300000,8712500
2020-09-17,13.930000,14.350000,13.310000,14.250000,14.250000,6504100
2020-09-18,14.000000,14.250000,13.550000,14.250000,14.250000,2882800
2020-09-21,14.170000,14.230000,13.200000,13.790000,13.790000,3515500
2020-09-22,13.750000,13.900000,13.110000,13.190000,13.190000,2011000
2020-09-23,13.100000,13.150000,11.900000,12.180000,12.180000,2960300
2020-09-24,12.330000,13.160000,11.110000,12.460000,12.460000,16238500
2020-09-25,12.720000,13.940000,12.640000,13.840000,13.840000,7134800
2020-09-28,15.210000,16.450001,15.200000,15.530000,15.530000,9471900
2020-09-29,15.750000,15.795000,14.800000,15.210000,15.210000,3619300
2020-09-30,15.540000,16.240000,15.050000,15.600000,15.600000,3530000
2020-10-01,16.000000,16.100000,15.210000,15.380000,15.380000,2662400
2020-10-02,14.450000,15.390000,14.360000,15.390000,15.390000,2895700
2020-10-05,15.470000,15.494000,14.500000,14.960000,14.960000,3349200
2020-10-06,14.630000,14.630000,13.660000,13.900000,13.900000,5113200
2020-10-07,14.170000,14.390000,13.250000,13.710000,13.710000,2737700
2020-10-08,13.980000,15.380000,13.751000,14.720000,14.720000,4948400
2020-10-09,15.100000,15.140000,14.350000,14.660000,14.660000,1824900
2020-10-12,15.000000,15.600000,14.850000,15.050000,15.050000,2011800
2020-10-13,15.000000,15.040000,14.110000,14.420000,14.420000,2094500
2020-10-14,14.540000,14.850000,13.945000,14.850000,14.850000,1593500
2020-10-15,14.460000,15.200000,14.450000,15.140000,15.140000,1378500
2020-10-16,15.390000,16.150000,15.080000,15.210000,15.210000,2513100
2020-10-19,15.710000,16.490000,15.550000,16.090000,16.090000,2668000
2020-10-20,16.500000,17.599001,16.000000,16.040001,16.040001,3154400
2020-10-21,16.500000,16.870001,16.000000,16.200001,16.200001,1921700
2020-10-22,16.150000,16.510000,15.400000,15.940000,15.940000,2214900
2020-10-23,16.379999,16.379999,15.120000,15.610000,15.610000,1536100
2020-10-26,15.600000,15.600000,14.100000,14.160000,14.160000,2761800
2020-10-27,14.200000,14.550000,13.910000,13.950000,13.950000,1500200
2020-10-28,13.500000,13.790000,12.750000,13.320000,13.320000,2235100
2020-10-29,13.440000,14.020000,13.050000,13.600000,13.600000,1568700
2020-10-30,13.600000,13.600000,12.800000,13.230000,13.230000,1947500
2020-11-02,13.800000,14.180000,13.010000,13.710000,13.710000,1893600
2020-11-03,14.180000,15.400000,13.875000,14.900000,14.900000,2484800
2020-11-04,15.120000,15.200000,13.150000,14.200000,14.200000,2738400
2020-11-05,14.790000,15.400000,14.770000,15.330000,15.330000,1967200
2020-11-06,15.600000,16.860001,15.580000,16.110001,16.110001,2706700
2020-11-09,17.850000,18.000000,16.600000,16.879999,16.879999,3094000
2020-11-10,17.320000,17.370001,15.340000,16.959999,16.959999,2224900
2020-11-11,17.030001,17.150000,16.280001,17.000000,17.000000,1149700
2020-11-12,16.900000,17.100000,16.100000,16.370001,16.370001,1590600
2020-11-13,16.900000,17.480000,15.870000,16.549999,16.549999,2488900
2020-11-16,17.200001,18.639999,16.846001,18.200001,18.200001,2583200
2020-11-17,18.510000,20.990000,17.990000,19.480000,19.480000,5651100
2020-11-18,20.639999,20.660000,19.500000,19.680000,19.680000,5241500
2020-11-19,20.150000,25.430000,19.870001,24.700001,24.700001,12424000
2020-11-20,25.959999,28.700001,25.510000,26.160000,26.160000,13177600
2020-11-23,29.830000,35.880001,29.530001,34.080002,34.080002,21660000
2020-11-24,39.619999,42.299999,33.599998,36.880001,36.880001,28228600
2020-11-25,34.689999,36.669998,33.099998,34.939999,34.939999,11524500
2020-11-27,36.770000,37.750000,36.000000,37.130001,37.130001,4132700
2020-11-30,39.099998,39.117001,32.560001,33.610001,33.610001,7793300
2020-12-01,35.360001,35.480000,29.000000,29.350000,29.350000,10212300
2020-12-02,26.139999,31.790001,24.559999,29.500000,29.500000,13181700
2020-12-03,31.389999,32.900002,30.090000,32.560001,32.560001,5263500
2020-12-04,32.000000,34.000000,30.410000,32.900002,32.900002,5099700
2020-12-07,35.000000,37.590000,34.150002,36.369999,36.369999,7964300
2020-12-08,38.349998,38.980000,35.439999,38.560001,38.560001,5587900
2020-12-09,40.000000,44.410000,36.150002,43.000000,43.000000,12491700
2020-12-10,39.220001,42.599998,38.169998,41.900002,41.900002,5313400
2020-12-11,39.320000,40.000000,36.779999,37.910000,37.910000,7537400
2020-12-14,39.590000,39.980000,35.000000,35.709999,35.709999,5540200
2020-12-15,34.000000,34.959999,32.650002,34.939999,34.939999,5489200
2020-12-16,35.230000,36.450001,34.200001,34.950001,34.950001,3792300
2020-12-17,35.520000,36.000000,34.549999,35.500000,35.500000,2946100
2020-12-18,35.939999,37.490002,35.029999,35.990002,35.990002,3835300
2020-12-21,37.259998,39.980000,36.500000,39.000000,39.000000,6894900
2020-12-22,39.990002,46.580002,37.500000,45.230000,45.230000,9786000
2020-12-23,42.889999,48.799999,41.060001,44.889999,44.889999,7528700
2020-12-24,45.560001,49.480000,45.125000,46.099998,46.099998,5838300
2020-12-28,49.080002,49.090000,42.189999,43.599998,43.599998,5987200
2020-12-29,42.000000,42.165001,38.900002,40.590000,40.590000,4260000
2020-12-30,42.330002,43.340000,40.799999,41.180000,41.180000,2409000
2020-12-31,41.630001,41.630001,39.150002,40.080002,40.080002,2163500
2021-01-04,38.000000,38.099998,35.500000,36.779999,36.779999,4778300
2021-01-05,34.959999,37.849998,34.049999,36.389999,36.389999,2988900
2021-01-06,38.720001,40.959999,37.020000,37.750000,37.750000,4664900
2021-01-07,40.959999,40.980000,38.799999,39.900002,39.900002,3045200
2021-01-08,41.200001,43.490002,40.035999,42.380001,42.380001,4102800
2021-01-11,40.779999,44.900002,39.806999,42.509998,42.509998,4142700
2021-01-12,43.049999,44.771000,42.759998,44.500000,44.500000,3013900
2021-01-13,45.680000,46.299999,43.750000,44.400002,44.400002,2526700
2021-01-14,44.860001,45.000000,42.110001,44.200001,44.200001,2690200
2021-01-15,42.849998,43.310001,40.599998,41.430000,41.430000,2797900
2021-01-19,41.630001,42.450001,39.209999,41.320000,41.320000,3563700
2021-01-20,40.400002,40.978001,38.980000,39.369999,39.369999,3263200
2021-01-21,40.049999,40.360001,39.070000,40.299999,40.299999,2002100
2021-01-22,39.250000,40.000000,39.000000,39.619999,39.619999,1982900
2021-01-25,39.450001,39.759998,36.000000,38.680000,38.680000,4765300
2021-01-26,39.130001,44.240002,39.081001,41.270000,41.270000,6557200
2021-01-27,40.500000,41.389999,37.779999,40.650002,40.650002,3079000
2021-01-28,39.500000,40.480000,38.020000,39.529999,39.529999,2063000
2021-01-29,39.020000,39.580002,37.099998,38.060001,38.060001,2129700
2021-02-01,38.360001,38.669998,36.450001,38.560001,38.560001,2155000
2021-02-02,38.959999,39.549999,37.500000,38.160000,38.160000,1640900
2021-02-03,38.320000,40.750000,38.200001,40.470001,40.470001,2595900
2021-02-04,41.029999,41.689999,39.721001,41.009998,41.009998,2053300
2021-02-05,41.169998,41.419998,39.599998,40.560001,40.560001,1949500
2021-02-08,40.950001,43.000000,40.500000,40.830002,40.830002,3505900
2021-02-09,40.680000,42.349998,38.619999,41.330002,41.330002,3148400
2021-02-10,41.990002,41.990002,38.889999,39.299999,39.299999,2929800
2021-02-11,39.110001,39.189999,36.549999,37.150002,37.150002,5176600
2021-02-12,36.730000,38.099998,35.500000,37.980000,37.980000,2723500
2021-02-16,38.939999,39.000000,37.000000,37.250000,37.250000,1573500
2021-02-17,36.970001,37.880001,36.509998,37.330002,37.330002,1471100
2021-02-18,37.000000,37.430000,35.790001,36.310001,36.310001,1637300
2021-02-19,37.000000,37.130001,36.009998,36.340000,36.340000,1335400
2021-02-22,36.400002,37.980000,36.115002,36.290001,36.290001,1645800
2021-02-23,34.900002,34.900002,26.732000,33.180000,33.180000,3913800
2021-02-24,33.009998,35.660000,33.000000,34.490002,34.490002,1597100
2021-02-25,34.340000,38.500000,32.250000,32.919998,32.919998,3382000
2021-02-26,33.000000,33.950001,28.000000,30.830000,30.830000,6273300
2021-03-01,32.299999,33.349998,28.559999,30.110001,30.110001,5180400
2021-03-02,31.260000,31.549999,28.000000,28.500000,28.500000,3122600
2021-03-03,29.820000,30.969999,28.010000,28.330000,28.330000,3389200
2021-03-04,28.000000,28.100000,22.010000,24.209999,24.209999,7762100
2021-03-05,24.889999,26.549999,19.500000,26.129999,26.129999,6899000
2021-03-08,28.000000,29.150000,25.120001,25.680000,25.680000,4698700
2021-03-09,27.840000,30.000000,26.809999,28.480000,28.480000,7329000
2021-03-10,30.080000,30.540001,27.750000,28.629999,28.629999,4551400
2021-03-11,29.670000,31.530001,28.719999,30.430000,30.430000,5170300
2021-03-12,26.410000,28.450001,25.840000,27.840000,27.840000,10396800
2021-03-15,27.549999,27.549999,25.200001,25.910000,25.910000,9364900
2021-03-16,25.940001,26.000000,23.860001,24.700001,24.700001,8033400
2021-03-17,23.719999,24.650000,23.028000,24.010000,24.010000,5431200
2021-03-18,24.490000,25.139000,23.600000,24.000000,24.000000,3935700
2021-03-19,24.500000,24.559999,23.430000,23.510000,23.510000,4797600
2021-03-22,23.940001,25.000000,23.530001,24.719999,24.719999,4107900
2021-03-23,24.700001,24.780001,22.610001,22.930000,22.930000,4560100
2021-03-24,23.459999,23.540001,20.549999,20.690001,20.690001,7505900
2021-03-25,20.000000,22.590000,19.590000,20.209999,20.209999,6446000
2021-03-26,20.459999,21.570000,20.020000,20.480000,20.480000,4371600
2021-03-29,21.299999,22.010000,20.530001,20.920000,20.920000,3819300
2021-03-30,21.090000,22.910000,20.799999,22.459999,22.459999,6840800
2021-03-31,24.540001,27.799999,23.600000,26.700001,26.700001,18385200
2021-04-01,30.000000,30.820000,27.410000,29.840000,29.840000,17753800
2021-04-05,32.279999,32.480000,28.000000,28.139999,28.139999,14103600
2021-04-06,28.100000,32.470001,27.209999,31.090000,31.090000,15893300
2021-04-07,30.500000,30.820000,28.070000,28.530001,28.530001,9302600
2021-04-08,29.010000,29.799999,28.250000,28.580000,28.580000,7015900
2021-04-09,28.559999,29.260000,27.379999,27.650000,27.650000,5482800
2021-04-12,27.459999,27.530001,25.170000,25.650000,25.650000,7459600
2021-04-13,25.000000,25.907000,24.410000,24.830000,24.830000,6015100
2021-04-14,25.030001,25.799999,23.290001,23.420000,23.420000,6186200
